公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
柳州道无尽科技有限公司,柳州道无尽科技有限公司,15-50人,未融资,朝阳区,Python工程师,3-5年,本科,18k-28k,"14薪,六险一金"
北京中谷金科信息技术有限公司,中谷金科,50-150人,B轮,通州区,高级Python工程师,3-5年,本科,15k-25k,"互联网金融,大数据,量化开发,自主性强"
上海福萝电子科技有限公司,Cobo Wallet,15-50人,A轮,朝阳区,"Python, nodejs，golang工程师",3-5年,本科,30k-60k,"股权激励,成长空间,大牛团队,良好环境"
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,系统开发工程师（Python）,3-5年,本科,20k-35k,"五险一金,餐补,生日会,优秀团队"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,高级Python工程师,3-5年,本科,15k-25k,"带薪年假,福利多,办公环境好,团队氛围好"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python研发编辑,1-3年,本科,15k-25k,"五险一金,年终奖金"
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,1-3年,本科,15k-25k,"五险一金,补充医疗,定期体检,弹性工作"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,Python高级开发工程师,3-5年,硕士,20k-30k,业界第一视频公司，待遇优厚，发展前景广阔
信永中和会计师事务所（特殊普通合伙）,信永中和,2000人以上,不需要融资,东城区,Python开发工程师,3-5年,本科,15k-25k,"环境好,不加班,大公司"
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python开发工程师,3-5年,本科,20k-30k,"五险一金,全勤奖,餐补,年终奖金"
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,python,3-5年,本科,20k-30k,"免费午晚餐,五险一金,交补,年终奖"
安徽七天教育科技有限公司,七天教育,500-2000人,B轮,昌平区,Python工程师,5-10年,本科,20k-30k,"周末双休,法定节假,带薪年假,项目奖励"
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"5亿用户,六险一金"
北京春雨天下软件有限公司,春雨医生,150-500人,C轮,海淀区,python,不限,本科,18k-36k,"弹性工作制,技术氛围好,感谢基金,精英团队"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师,3-5年,本科,15k-30k,"前沿技术,丰富下午茶,弹性工作,扁平管理"
北京南天软件有限公司,南软,500-2000人,上市公司,海淀区,Python开发工程师,3-5年,本科,10k-18k,"五险一金,年终奖金,带薪年假,交补话补"
视觉（中国）文化发展股份有限公司北京分公司,视觉中国,150-500人,上市公司,朝阳区,python开发工程师,3-5年,本科,15k-25k,"上市公司,六险一金,带薪年假,绩效奖金"
北京琳云信息科技有限责任公司,琳云科技,15-50人,天使轮,朝阳区,Python工程师,5-10年,大专,20k-30k,"扁平管理,帅哥美女"
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,Python 工程师,3-5年,本科,12k-16k,平台好
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python助理讲师,1-3年,本科,7k-10k,"五险一金,年底奖金"
北京春雨天下软件有限公司,春雨医生,150-500人,C轮,海淀区,Python,3-5年,本科,20k-40k,有挑战，自主加薪，技术氛围好
北京原子钟信息科技有限公司,原子钟,15-50人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"14薪,带薪年假,节日福利,机会多"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,Python开发,3-5年,本科,20k-40k,"六险一金,年假,上市公司,大平台"
北京智胜新格科技有限公司,北京智胜新格科技有限公司,50-150人,不需要融资,海淀区,Python开发,1-3年,本科,15k-30k,"六险一金,硅谷式办公,绩效奖金,按摩椅"
路书（北京）科技有限公司,路书,50-150人,A轮,朝阳区,python研发工程师,3-5年,本科,18k-30k,"期权分享,高颜值产品,年度旅游,弹性工作制"
北京知源智生信息科技有限公司,知源智生,50-150人,不需要融资,海淀区,python工程师,3-5年,本科,15k-30k,"领导好,学术氛围,免费零食,弹性工作"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师,3-5年,本科,20k-40k,"上市公司,六险一金,发挥空间,团队氛围"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,西城区,Python 开发工程师,3-5年,本科,15k-17k,"金融央企,五险一金"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python 数据开发工程师,3-5年,本科,20k-40k,"六险一金,补充医疗,年底三薪,午餐自助"
北京明微共创科技有限公司,明微科技,少于15人,未融资,海淀区,python工程师,不限,本科,4k-6k,"全勤奖,餐补,五险一金"
南京云孚智能科技有限公司,云孚科技,少于15人,未融资,海淀区,Python研发工程师,不限,本科,6k-12k,"大牛直接带,顶级挑战,高速成长"
深圳码隆科技有限公司,码隆科技,50-150人,B轮,海淀区,python工程师(北京),1-3年,本科,15k-25k,发展前景广阔
北京优虎商务服务有限公司,老虎证券,150-500人,C轮,朝阳区,python开发工程师,不限,本科,20k-40k,"待遇优,加班少,临近地铁"
绫致时装（天津）有限公司,绫致时装（天津）有限公司,2000人以上,不需要融资,朝阳区,python开发工程师,5-10年,大专,15k-25k,大平台
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python开发工程师,3-5年,本科,18k-35k,牛人云集，优质福利
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度-python实习生,不限,本科,2k-4k,百度
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,Python研发工程师,5-10年,本科,20k-40k,"优质团队,福利待遇"
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python开发工程师,3-5年,本科,20k-40k,"五险一金,pytho"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,python开发工程师,1-3年,本科,15k-30k,"行业独角兽,团队大牛多,薪资福利好"
上海诺誉投资管理有限公司,诺誉投资,150-500人,B轮,海淀区,高级python研发工程师,5-10年,本科,20k-25k,"即将b轮,团队背景好"
北京天广汇通科技有限公司,天广汇通,50-150人,不需要融资,海淀区,python开发工程师,3-5年,本科,15k-25k,软件工程师
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,高级Python研发工程师,5-10年,本科,20k-35k,"水果零食,扁平化管理,弹性工作"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Java/Python开发工程师（19届）,应届毕业生,本科,12k-24k,"每日下午茶,舒适的环境,可爱的伙伴"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据平台研发Python工程师,3-5年,本科,25k-45k,"氛围好,平台大,福利好"
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,朝阳区,高级Python开发工程师,3-5年,本科,15k-30k,"住房补贴,待遇优厚,福利多,专属班车"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,Python开发工程师,1-3年,本科,13k-26k,系统开发
北京领今科技有限公司,领今科技,15-50人,未融资,西城区,Python开发工程师,不限,本科,8k-14k,"五险一金,带薪年假,周末双休,餐补"
南京绛门信息科技股份有限公司,绛门科技,500-2000人,未融资,朝阳区,Python,3-5年,大专,12k-22k,"五险一金,带薪年假,定期体检,员工旅游"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,后端开发专家（Python）,5-10年,本科,20k-30k,"平台成熟,带薪年假,餐贴补助,五险一金"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python高级/中级研发工程师,3-5年,本科,20k-40k,"完善的福利,团队精湛,技术挑战"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,python攻城狮,1-3年,本科,9k-15k,"平台好,技术新,大牛带,团队棒"
北京智合大方科技有限公司,客知音,15-50人,天使轮,东城区,资深python开发,不限,本科,35k-50k,"交通便利,领导大牛,晋升空间大,薪酬有吸引"
北京乐途原动力科技发展有限公司,北京乐途原动力,50-150人,未融资,朝阳区,python 高级工程师,3-5年,大专,20k-35k,"十五薪,打车补贴,双月奖金"
北京中谷金科信息技术有限公司,中谷金科,50-150人,B轮,通州区,高级python工程师,5-10年,本科,18k-25k,"晋升快,人工智能,量化开发,五险一金"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python工程师,1-3年,本科,10k-20k,"空间大,机会多,福利好"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,3-5年,大专,10k-20k,"上市公司,福利多多,项目大,五险一金"
会找房（北京）网络技术有限公司,会分期,150-500人,D轮及以上,海淀区,高级Python开发工程师(J10075),3-5年,本科,15k-25k,14薪
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,python讲师,3-5年,不限,18k-36k,"领导好,奖金多,行业翘楚,无限可能"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python高级讲师,1-3年,本科,10k-20k,"五险一金,绩效奖金,周末双休,免费午餐"
京东商城-技术研发体系-大数据部,京东商城研发部,2000人以上,上市公司,大兴区,Python,5-10年,本科,30k-50k,"行业前沿,部门直招,核心加班,核心团队"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,Python开发工程师,1-3年,本科,20k-40k,"弹性工作,发展空间大,千万级用户,行业独"
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,大数据平台开发工程师 Java/Python,应届毕业生,本科,10k-20k,"发展空间大,项目前景好,团队氛围好,技术导向"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,Python开发实习生,应届毕业生,本科,5k-8k,"有大牛,有美女,有零食,有健身"
北京路玺优讯科技有限公司,面包旅行,50-150人,C轮,朝阳区,Python开发工程师,3-5年,本科,25k-35k,"发展空间大,晋升空间大,扁平化管理"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,3-5年,大专,10k-15k,"上市公司,项目大,福利多多,周末双休"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（反Spam方向）,1-3年,本科,15k-30k,"技术氛围好,核心业务"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python开发工程师,1-3年,本科,10k-20k,高手如云的团队，带你成长带你飞~
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,狐友Python开发工程师,1-3年,本科,20k-35k,"15天年假,弹性工作,成长空间大"
北京中科国际软件有限公司,中科国际,50-150人,上市公司,西城区,Python开发工程师,1-3年,本科,10k-18k,"开发维护,数据分析,数据算法,优化系统"
北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,Python后端工程师,5-10年,本科,25k-40k,"五险一金,免费午餐,团队融洽,技术超前"
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,python开发实习生,应届毕业生,本科,3k-6k,"提供转正,实习证明,注重成长,免费 午餐"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,高级Python开发工程师,5-10年,本科,25k-40k,"前沿技术,弹性工作,丰富下午茶"
北京厨芯科技有限公司,厨芯科技,150-500人,A轮,朝阳区,Python开发工程师,3-5年,本科,15k-30k,"高速成长,扁平管理"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,python开发工程师,3-5年,本科,15k-30k,"免费零食,免费午餐,七险一金,不打卡"
北京微步在线科技有限公司,微步在线,50-150人,B轮,海淀区,python开发工程师,3-5年,本科,15k-25k,"技术培训,绩效奖金"
北京未来光合科技有限公司,未来光合,,,海淀区,Python高级软件工程师,3-5年,本科,25K-35K,硅谷风格，水果饮料，股票期权，每月团建
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,Python中级工程师,3-5年,本科,15k-25k,"六险一金,晋升空间大,超长年假,团队氛围好"
北京启明合心科技有限公司,合心科技,50-150人,A轮,海淀区,中级python开发工程师,不限,本科,20k-35k,"领导好,不打卡,午晚餐,年底双薪"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python开发工程师,1-3年,本科,15k-25k,"七险一金,自助午餐,免费健身,弹性工作"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python 开发工程师,3-5年,本科,15k-25k,"晋升空间大,七险一金,补充医疗,多次调薪"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,中级Python开发工程师(000416),1-3年,本科,15k-30k,"弹性工作,技术驱动,千万级用户,福利待遇"
中亿互娱（北京）网络科技有限公司,中亿互娱,15-50人,不需要融资,海淀区,Python研发工程师,3-5年,本科,9k-15k,事业单位
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,朝阳区,Python开发工程师,3-5年,大专,20k-30k,年底2-4薪
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,Python讲师,3-5年,本科,18k-30k,"股票期权,上市公司,良好的成长,五险一金"
昆仑智汇数据科技（北京）有限公司,K2DATA,50-150人,B轮,海淀区,软件开发工程师（Python）,3-5年,本科,15k-30k,行业大牛
北京诸葛找房信息技术有限公司,诸葛找房网,150-500人,B轮,朝阳区,Python工程师,3-5年,不限,20k-40k,"六险一金,住房补贴,节日福利,一日三餐"
